org:resource,Activity,time:timestamp,org:role,case:Project,case:Task,CaseID,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
SYSTEM,Request Payment,17.55088062955371,UNDEFINED,project 503,UNKNOWN,request for payment 161289,organizational unit 65487,0,1.4465500057407294,UNKNOWN,request for payment number 161290
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 503,UNKNOWN,request for payment 161289,organizational unit 65487,0,1.4465500057407294,UNKNOWN,request for payment number 161290
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.541020474387945,EMPLOYEE,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.541020643093585,ADMINISTRATION,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.546898535608555,EMPLOYEE,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.58380579250469,EMPLOYEE,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.583808055458857,ADMINISTRATION,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.591407561965454,SUPERVISOR,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
SYSTEM,Request Payment,17.59401435355083,UNDEFINED,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
SYSTEM,Payment Handled,17.60370210535233,UNDEFINED,project 147742,UNKNOWN,request for payment 164851,organizational unit 65461,0,7.419042944317158,UNKNOWN,request for payment number 164852
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.542481698697753,EMPLOYEE,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.54248220407558,ADMINISTRATION,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.546896546963314,EMPLOYEE,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54739087913074,EMPLOYEE,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54739095097403,ADMINISTRATION,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.549180569425527,SUPERVISOR,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
SYSTEM,Request Payment,17.551049717955966,UNDEFINED,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147860,UNKNOWN,request for payment 163791,organizational unit 65461,0,4.117986136692492,UNKNOWN,request for payment number 163792
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.544756126701014,EMPLOYEE,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.5911839862709,ADMINISTRATION,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.61851253399925,BUDGET OWNER,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.62249937226273,SUPERVISOR,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
SYSTEM,Request Payment,17.63028988358108,UNDEFINED,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
SYSTEM,Payment Handled,17.63640969076378,UNDEFINED,project 166270,UNKNOWN,request for payment 166268,organizational unit 65476,0,5.7551272315215245,UNKNOWN,request for payment number 166269
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.544805708070395,EMPLOYEE,project 147582,UNKNOWN,request for payment 166275,organizational unit 65469,0,6.419048586160404,UNKNOWN,request for payment number 166276
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.544809189478542,ADMINISTRATION,project 147582,UNKNOWN,request for payment 166275,organizational unit 65469,0,6.419048586160404,UNKNOWN,request for payment number 166276
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.54872694196907,SUPERVISOR,project 147582,UNKNOWN,request for payment 166275,organizational unit 65469,0,6.419048586160404,UNKNOWN,request for payment number 166276
SYSTEM,Request Payment,17.561239989467637,UNDEFINED,project 147582,UNKNOWN,request for payment 166275,organizational unit 65469,0,6.419048586160404,UNKNOWN,request for payment number 166276
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 147582,UNKNOWN,request for payment 166275,organizational unit 65469,0,6.419048586160404,UNKNOWN,request for payment number 166276
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.544914274280597,EMPLOYEE,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.544914706409145,ADMINISTRATION,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.547119609965666,BUDGET OWNER,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.548612857145084,SUPERVISOR,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
SYSTEM,Request Payment,17.551453281260535,UNDEFINED,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147690,task 83496,request for payment 166280,organizational unit 65458,0,7.173628896507383,activity 505,request for payment number 166281
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.544978011223684,EMPLOYEE,project 147742,task 49912,request for payment 166286,organizational unit 65461,0,7.574232297463647,activity 505,request for payment number 166287
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.545007081602773,ADMINISTRATION,project 147742,task 49912,request for payment 166286,organizational unit 65461,0,7.574232297463647,activity 505,request for payment number 166287
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.546894773950967,SUPERVISOR,project 147742,task 49912,request for payment 166286,organizational unit 65461,0,7.574232297463647,activity 505,request for payment number 166287
SYSTEM,Request Payment,17.548735695109766,UNDEFINED,project 147742,task 49912,request for payment 166286,organizational unit 65461,0,7.574232297463647,activity 505,request for payment number 166287
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147742,task 49912,request for payment 166286,organizational unit 65461,0,7.574232297463647,activity 505,request for payment number 166287
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.546676980999266,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 164422,organizational unit 65465,0,5.410567543818927,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.546677915628617,ADMINISTRATION,UNKNOWN,UNKNOWN,request for payment 164422,organizational unit 65465,0,5.410567543818927,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.547139611573698,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 164422,organizational unit 65465,0,5.410567543818927,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.546691479638305,EMPLOYEE,project 503,UNKNOWN,request for payment 161295,organizational unit 65482,0,4.826939145646452,UNKNOWN,request for payment number 161296
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546691695318952,ADMINISTRATION,project 503,UNKNOWN,request for payment 161295,organizational unit 65482,0,4.826939145646452,UNKNOWN,request for payment number 161296
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.547148713969445,SUPERVISOR,project 503,UNKNOWN,request for payment 161295,organizational unit 65482,0,4.826939145646452,UNKNOWN,request for payment number 161296
SYSTEM,Request Payment,17.548654857181063,UNDEFINED,project 503,UNKNOWN,request for payment 161295,organizational unit 65482,0,4.826939145646452,UNKNOWN,request for payment number 161296
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 503,UNKNOWN,request for payment 161295,organizational unit 65482,0,4.826939145646452,UNKNOWN,request for payment number 161296
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54673475862289,EMPLOYEE,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.54674211538473,ADMINISTRATION,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.546892449862455,EMPLOYEE,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.548545572089743,EMPLOYEE,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.548545930891596,ADMINISTRATION,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.548623620420358,SUPERVISOR,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
SYSTEM,Request Payment,17.561036921510972,UNDEFINED,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 147556,task 164861,request for payment 164859,organizational unit 65462,0,3.7114014118527288,activity 505,request for payment number 164860
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54680226147265,EMPLOYEE,project 147556,task 1213,request for payment 164694,organizational unit 65461,0,2.6741575374727895,activity 505,request for payment number 164695
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546803267870438,ADMINISTRATION,project 147556,task 1213,request for payment 164694,organizational unit 65461,0,2.6741575374727895,activity 505,request for payment number 164695
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.546890581003854,SUPERVISOR,project 147556,task 1213,request for payment 164694,organizational unit 65461,0,2.6741575374727895,activity 505,request for payment number 164695
SYSTEM,Request Payment,17.547155205364223,UNDEFINED,project 147556,task 1213,request for payment 164694,organizational unit 65461,0,2.6741575374727895,activity 505,request for payment number 164695
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147556,task 1213,request for payment 164694,organizational unit 65461,0,2.6741575374727895,activity 505,request for payment number 164695
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54683060795625,EMPLOYEE,project 147701,task 27581,request for payment 169431,organizational unit 65462,0,4.9683344522839965,activity 505,request for payment number 169432
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546830727762167,ADMINISTRATION,project 147701,task 27581,request for payment 169431,organizational unit 65462,0,4.9683344522839965,activity 505,request for payment number 169432
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.546889622613477,SUPERVISOR,project 147701,task 27581,request for payment 169431,organizational unit 65462,0,4.9683344522839965,activity 505,request for payment number 169432
SYSTEM,Request Payment,17.54871381211436,UNDEFINED,project 147701,task 27581,request for payment 169431,organizational unit 65462,0,4.9683344522839965,activity 505,request for payment number 169432
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147701,task 27581,request for payment 169431,organizational unit 65462,0,4.9683344522839965,activity 505,request for payment number 169432
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54684512832893,EMPLOYEE,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.546845296054776,ADMINISTRATION,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.54688590884208,EMPLOYEE,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54705090678465,EMPLOYEE,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.547050954696463,ADMINISTRATION,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.54933252160436,EMPLOYEE,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.551111776678592,EMPLOYEE,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.5511118959727,ADMINISTRATION,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.551146896248447,SUPERVISOR,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
SYSTEM,Request Payment,17.551384278874604,UNDEFINED,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 151278,UNKNOWN,request for payment 164699,organizational unit 65462,0,5.133266953291406,UNKNOWN,request for payment number 164700
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54687203598694,EMPLOYEE,project 147620,task 155871,request for payment 166961,organizational unit 65454,0,4.6653806613547975,activity 505,request for payment number 166962
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546874168441786,ADMINISTRATION,project 147620,task 155871,request for payment 166961,organizational unit 65454,0,4.6653806613547975,activity 505,request for payment number 166962
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.546958241043235,SUPERVISOR,project 147620,task 155871,request for payment 166961,organizational unit 65454,0,4.6653806613547975,activity 505,request for payment number 166962
SYSTEM,Request Payment,17.557394829723876,UNDEFINED,project 147620,task 155871,request for payment 166961,organizational unit 65454,0,4.6653806613547975,activity 505,request for payment number 166962
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 147620,task 155871,request for payment 166961,organizational unit 65454,0,4.6653806613547975,activity 505,request for payment number 166962
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.546885142126268,EMPLOYEE,project 169385,UNKNOWN,request for payment 169383,organizational unit 65461,0,7.050818123003725,UNKNOWN,request for payment number 169384
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54688547756451,ADMINISTRATION,project 169385,UNKNOWN,request for payment 169383,organizational unit 65461,0,7.050818123003725,UNKNOWN,request for payment number 169384
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.54688844858401,SUPERVISOR,project 169385,UNKNOWN,request for payment 169383,organizational unit 65461,0,7.050818123003725,UNKNOWN,request for payment number 169384
SYSTEM,Request Payment,17.56127565260779,UNDEFINED,project 169385,UNKNOWN,request for payment 169383,organizational unit 65461,0,7.050818123003725,UNKNOWN,request for payment number 169384
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 169385,UNKNOWN,request for payment 169383,organizational unit 65461,0,7.050818123003725,UNKNOWN,request for payment number 169384
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.5468942947579,EMPLOYEE,project 147556,task 163069,request for payment 164868,organizational unit 65468,0,6.322082158134136,activity 505,request for payment number 164869
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546894438515846,ADMINISTRATION,project 147556,task 163069,request for payment 164868,organizational unit 65468,0,6.322082158134136,activity 505,request for payment number 164869
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.548847924630135,SUPERVISOR,project 147556,task 163069,request for payment 164868,organizational unit 65468,0,6.322082158134136,activity 505,request for payment number 164869
SYSTEM,Request Payment,17.549127379512267,UNDEFINED,project 147556,task 163069,request for payment 164868,organizational unit 65468,0,6.322082158134136,activity 505,request for payment number 164869
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147556,task 163069,request for payment 164868,organizational unit 65468,0,6.322082158134136,activity 505,request for payment number 164869
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.546906681824897,EMPLOYEE,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.546906969337204,ADMINISTRATION,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment REJECTED by SUPERVISOR,17.54884950288005,SUPERVISOR,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.549124917169113,EMPLOYEE,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.550875307792193,EMPLOYEE,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.5508936355333,ADMINISTRATION,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.55104069872073,SUPERVISOR,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
SYSTEM,Request Payment,17.55122512351975,UNDEFINED,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147556,UNKNOWN,request for payment 166966,organizational unit 65468,0,6.5099867227732515,UNKNOWN,request for payment number 166967
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.546951580661762,EMPLOYEE,project 147556,UNKNOWN,request for payment 164710,organizational unit 65463,0,2.992633453930824,UNKNOWN,request for payment number 164711
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54695179628632,ADMINISTRATION,project 147556,UNKNOWN,request for payment 164710,organizational unit 65463,0,2.992633453930824,UNKNOWN,request for payment number 164711
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.546997771171366,SUPERVISOR,project 147556,UNKNOWN,request for payment 164710,organizational unit 65463,0,2.992633453930824,UNKNOWN,request for payment number 164711
SYSTEM,Request Payment,17.548643304955238,UNDEFINED,project 147556,UNKNOWN,request for payment 164710,organizational unit 65463,0,2.992633453930824,UNKNOWN,request for payment number 164711
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147556,UNKNOWN,request for payment 164710,organizational unit 65463,0,2.992633453930824,UNKNOWN,request for payment number 164711
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.547071628429467,EMPLOYEE,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54707311366382,ADMINISTRATION,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.547143971152526,BUDGET OWNER,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.549224553553763,SUPERVISOR,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
SYSTEM,Request Payment,17.550879794301533,UNDEFINED,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 148681,UNKNOWN,request for payment 164715,organizational unit 65487,0,2.591682310043732,UNKNOWN,request for payment number 164716
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.547078527563908,EMPLOYEE,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.547078671295367,ADMINISTRATION,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.54714346812517,BUDGET OWNER,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.549224888208194,SUPERVISOR,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
SYSTEM,Request Payment,17.55087919769241,UNDEFINED,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
SYSTEM,Payment Handled,17.56176335420831,UNDEFINED,project 147701,UNKNOWN,request for payment 167792,organizational unit 65487,0,2.3910116145815805,UNKNOWN,request for payment number 167793
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.547213889493133,EMPLOYEE,project 147556,task 53723,request for payment 164132,organizational unit 65454,0,3.2475166512621114,activity 505,request for payment number 164133
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.547214655956928,ADMINISTRATION,project 147556,task 53723,request for payment 164132,organizational unit 65454,0,3.2475166512621114,activity 505,request for payment number 164133
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.561434940312246,SUPERVISOR,project 147556,task 53723,request for payment 164132,organizational unit 65454,0,3.2475166512621114,activity 505,request for payment number 164133
SYSTEM,Request Payment,17.56298985600293,UNDEFINED,project 147556,task 53723,request for payment 164132,organizational unit 65454,0,3.2475166512621114,activity 505,request for payment number 164133
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 147556,task 53723,request for payment 164132,organizational unit 65454,0,3.2475166512621114,activity 505,request for payment number 164133
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.547228931237804,EMPLOYEE,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54723058389978,ADMINISTRATION,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.54887666751854,BUDGET OWNER,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.56275978775639,SUPERVISOR,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
SYSTEM,Request Payment,17.563991381138297,UNDEFINED,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
SYSTEM,Payment Handled,17.56786367739551,UNDEFINED,project 147556,UNKNOWN,request for payment 167798,organizational unit 65468,0,5.07747901996061,UNKNOWN,request for payment number 167799
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54724550563712,EMPLOYEE,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.547246894808403,ADMINISTRATION,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.561428706252045,EMPLOYEE,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.561433405414665,EMPLOYEE,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.56143345264232,ADMINISTRATION,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.5614364043662,SUPERVISOR,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
SYSTEM,Request Payment,17.579271763359063,UNDEFINED,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
SYSTEM,Payment Handled,17.581953418052503,UNDEFINED,project 147556,UNKNOWN,request for payment 168303,organizational unit 65454,0,3.52614114201343,UNKNOWN,request for payment number 168304
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.54731999123685,EMPLOYEE,project 147556,UNKNOWN,request for payment 164721,organizational unit 65461,0,3.194043082849454,UNKNOWN,request for payment number 164722
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.54732094921486,ADMINISTRATION,project 147556,UNKNOWN,request for payment 164721,organizational unit 65461,0,3.194043082849454,UNKNOWN,request for payment number 164722
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,17.549334338102355,BUDGET OWNER,project 147556,UNKNOWN,request for payment 164721,organizational unit 65461,0,3.194043082849454,UNKNOWN,request for payment number 164722
